;Identificador do acidente;Data;Dia da semana;Horário;Estado;BR;km;Município;Causa do acidente;Tipo do acidente;Gravidade do acidente;Fase do dia;Sentido da via;Condição do tempo;Tipo de pista;Traçado da via;uso_solo;Número de passageiros;Número de cavaleiro;Número de condutor;Número de pedestre
21471;596550;2024-04-26;sexta-feira;18:20:00;SP;116.0;163.8;JACAREI;Reação tardia ou ineficiente do condutor;Colisão lateral mesmo sentido;Com Vítimas Feridas;Plena Noite;Decrescente;Ensolarado;Dupla;Reta;Rural;0;0;2;0
21473;596552;2024-04-26;sexta-feira;18:30:00;SP;153.0;59.4;SAO JOSE DO RIO PRETO;Reação tardia ou ineficiente do condutor;Colisão com objeto;Com Vítimas Feridas;Plena Noite;Decrescente;Ensolarado;Dupla;Reta;Urbano;1;0;1;0
21484;596563;2024-04-26;sexta-feira;18:20:00;SP;116.0;107.0;TAUBATE;Reação tardia ou ineficiente do condutor;Engavetamento;Com Vítimas Feridas;Plena Noite;Crescente;Ensolarado;Dupla;Reta;Urbano;0;0;5;0
21498;596577;2024-04-26;sexta-feira;20:00:00;SP;381.0;42.8;ATIBAIA;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Feridas;Plena Noite;Decrescente;Ensolarado;Dupla;Reta;Urbano;1;0;2;0
21503;596582;2024-04-26;sexta-feira;19:55:00;SP;116.0;347.0;MIRACATU;Problema com o freio;Colisão traseira;Com Vítimas Feridas;Plena Noite;Crescente;Nublado;Múltipla;"Curva;Declive";Rural;1;0;2;0
21517;596598;2024-04-26;sexta-feira;20:45:00;SP;153.0;49.3;SAO JOSE DO RIO PRETO;Ingestão de álcool pelo condutor;Colisão traseira;Sem Vítimas;Plena Noite;Decrescente;Ensolarado;Simples;Reta;Rural;0;0;2;0
21521;596602;2024-04-18;quinta-feira;22:00:00;SP;116.0;514.0;CAJATI;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Feridas;Plena Noite;Decrescente;Ensolarado;Simples;"Curva;Declive";Rural;1;0;3;0
21528;596609;2024-04-26;sexta-feira;22:20:00;SP;116.0;131.0;CACAPAVA;Animais na Pista;Atropelamento de Animal;Com Vítimas Feridas;Plena Noite;Crescente;Ensolarado;Dupla;Reta;Rural;6;0;3;0
21530;596611;2024-04-26;sexta-feira;21:00:00;SP;381.0;22.0;BRAGANCA PAULISTA;Ingestão de álcool pelo condutor;Colisão traseira;Sem Vítimas;Plena Noite;Decrescente;Ensolarado;Dupla;Reta;Rural;0;0;2;0
21545;596630;2024-04-27;sábado;01:20:00;SP;116.0;146.0;SAO JOSE DOS CAMPOS;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Feridas;Plena Noite;Decrescente;Ensolarado;Múltipla;Reta;Rural;1;0;2;0
21566;596654;2024-04-27;sábado;05:30:00;SP;116.0;230.0;SAO PAULO;Ausência de reação do condutor;Colisão traseira;Sem Vítimas;Amanhecer;Decrescente;Ensolarado;Múltipla;Reta;Urbano;0;0;2;0
21571;596659;2024-04-27;sábado;06:00:00;SP;381.0;61.5;MAIRIPORA;Ausência de reação do condutor;Engavetamento;Com Vítimas Feridas;Amanhecer;Decrescente;Nevoeiro/Neblina;Dupla;"Curva;Aclive";Rural;1;0;3;0
21582;596672;2024-04-27;sábado;07:00:00;SP;153.0;11.0;ICEM;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Simples;Reta;Rural;1;0;2;0
21583;596673;2024-04-27;sábado;06:00:00;SP;116.0;93.0;PINDAMONHANGABA;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Amanhecer;Crescente;Ensolarado;Dupla;Reta;Rural;0;0;2;0
21602;596693;2024-04-27;sábado;09:10:00;SP;116.0;160.8;JACAREI;Trafegar com motocicleta (ou similar) entre as faixas;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Decrescente;Ensolarado;Múltipla;Reta;Urbano;0;0;3;0
21615;596710;2024-04-27;sábado;10:40:00;SP;381.0;53.0;MAIRIPORA;Ausência de reação do condutor;Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Dupla;Reta;Rural;1;0;1;0
21628;596728;2024-04-27;sábado;08:50:00;SP;116.0;43.6;CANAS;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Dupla;Reta;Rural;0;0;2;0
21632;596734;2024-04-27;sábado;12:45:00;SP;488.0;1.0;APARECIDA;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Ensolarado;Dupla;Reta;Rural;0;0;2;0
21656;596761;2024-04-27;sábado;12:15:00;SP;381.0;59.0;MAIRIPORA;Ingestão de substâncias psicoativas pelo condutor;Colisão traseira;Sem Vítimas;Pleno dia;Crescente;Ensolarado;Dupla;Reta;Rural;2;0;2;0
21660;596765;2024-04-27;sábado;17:40:00;SP;116.0;42.0;CACHOEIRA PAULISTA;Manobra de mudança de faixa;Colisão traseira;Com Vítimas Feridas;Anoitecer;Crescente;Ensolarado;Dupla;Reta;Rural;2;0;2;0
21674;596779;2024-04-27;sábado;17:50:00;SP;116.0;110.0;TAUBATE;Reação tardia ou ineficiente do condutor;Tombamento;Com Vítimas Feridas;Anoitecer;Crescente;Ensolarado;Dupla;Reta;Urbano;1;0;1;0
21677;596782;2024-04-27;sábado;19:20:00;SP;101.0;18.0;UBATUBA;Ausência de reação do condutor;Tombamento;Com Vítimas Feridas;Pleno dia;Decrescente;Ensolarado;Simples;Reta;Rural;0;0;1;0
21682;596788;2024-04-27;sábado;19:50:00;SP;116.0;103.6;TAUBATE;Avarias e/ou desgaste excessivo no pneu;Colisão com objeto;Com Vítimas Feridas;Plena Noite;Crescente;Ensolarado;Dupla;Reta;Rural;0;0;1;0
21691;596797;2024-04-27;sábado;18:15:00;SP;262.0;321.0;CASTILHO;Transitar na contramão;Colisão frontal;Com Vítimas Feridas;Plena Noite;Crescente;Ensolarado;Simples;Reta;Rural;4;0;3;0
21697;596804;2024-04-27;sábado;20:15:00;SP;116.0;88.7;PINDAMONHANGABA;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Feridas;Plena Noite;Crescente;Ensolarado;Dupla;Reta;Rural;0;0;2;0
21709;596818;2024-04-27;sábado;21:30:00;SP;101.0;43.0;UBATUBA;Reação tardia ou ineficiente do condutor;Tombamento;Com Vítimas Feridas;Plena Noite;Decrescente;Ensolarado;Dupla;Reta;Rural;0;0;1;0
21738;596849;2024-04-28;domingo;01:25:00;SP;381.0;83.0;SAO PAULO;Demais falhas mecânicas ou elétricas;Incêndio;Sem Vítimas;Plena Noite;Decrescente;Ensolarado;Simples;"Reta;Aclive";Urbano;0;0;1;0
21752;596866;2024-04-28;domingo;02:50:00;SP;101.0;47.0;UBATUBA;Ausência de reação do condutor;Colisão com objeto;Sem Vítimas;Plena Noite;Crescente;Ensolarado;Simples;Rotatória;Urbano;0;0;1;0
21767;596881;2024-04-28;domingo;06:01:00;SP;116.0;495.0;CAJATI;Ausência de reação do condutor;Queda de ocupante de veículo;Com Vítimas Feridas;Amanhecer;Crescente;Ensolarado;Dupla;Reta;Urbano;0;0;1;0
21769;596883;2024-04-28;domingo;05:45:00;SP;116.0;47.3;CANAS;Condutor Dormindo;Saída de leito carroçável;Com Vítimas Feridas;Amanhecer;Decrescente;Ensolarado;Dupla;Reta;Rural;0;0;1;0
21783;596898;2024-04-25;quinta-feira;07:30:00;SP;381.0;53.0;ATIBAIA;Ausência de reação do condutor;Colisão com objeto;Sem Vítimas;Pleno dia;Decrescente;Ensolarado;Dupla;"Curva;Declive";Urbano;0;0;1;0
21790;596905;2024-04-28;domingo;08:36:00;SP;153.0;72.0;SAO JOSE DO RIO PRETO;Desrespeitar a preferência no cruzamento;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Decrescente;Ensolarado;Dupla;"Reta;Aclive";Urbano;0;0;2;0
21796;596911;2024-04-28;domingo;09:00:00;SP;116.0;104.7;TAUBATE;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Ensolarado;Dupla;Reta;Rural;8;0;3;0
21798;596913;2024-04-28;domingo;07:40:00;SP;116.0;169.0;JACAREI;Carga excessiva e/ou mal acondicionada;Derramamento de carga;Sem Vítimas;Pleno dia;Crescente;Ensolarado;Dupla;"Curva;Declive";Rural;0;0;1;0
21799;596916;2024-04-28;domingo;07:40:00;SP;381.0;87.0;GUARULHOS;Área urbana sem a presença de local apropriado para a travessia de pedestres;Atropelamento de Pedestre;Com Vítimas Fatais;Pleno dia;Crescente;Ensolarado;Múltipla;Reta;Urbano;0;0;1;1
21801;596918;2024-04-28;domingo;10:45:00;SP;116.0;104.7;TAUBATE;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Decrescente;Ensolarado;Dupla;Reta;Rural;0;0;5;0
21803;596920;2024-04-28;domingo;08:30:00;SP;116.0;102.0;PINDAMONHANGABA;Reação tardia ou ineficiente do condutor;Engavetamento;Sem Vítimas;Pleno dia;Decrescente;Ensolarado;Dupla;Reta;Rural;0;0;4;0
21822;596941;2024-04-28;domingo;11:00:00;SP;116.0;323.0;JUQUITIBA;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Com Vítimas Feridas;Pleno dia;Decrescente;Ensolarado;Dupla;Reta;Urbano;0;0;2;0
21827;596948;2024-04-28;domingo;10:30:00;SP;116.0;438.0;REGISTRO;Ausência de reação do condutor;Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Dupla;Reta;Rural;0;0;1;0
21862;596987;2024-04-28;domingo;17:05:00;SP;116.0;22.4;LAVRINHAS;Ausência de reação do condutor;Colisão com objeto;Com Vítimas Feridas;Pleno dia;Decrescente;Ensolarado;Dupla;Curva;Rural;1;0;1;0
21876;597002;2024-04-28;domingo;18:00:00;SP;116.0;207.7;GUARULHOS;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Com Vítimas Feridas;Plena Noite;Crescente;Ensolarado;Múltipla;Reta;Urbano;3;0;2;0
21879;597006;2024-04-28;domingo;18:20:00;SP;116.0;208.5;GUARULHOS;Demais falhas mecânicas ou elétricas;Eventos atípicos;Sem Vítimas;Anoitecer;Decrescente;Ensolarado;Dupla;"Reta;Em Obras";Urbano;0;0;1;0
21891;597020;2024-04-28;domingo;18:40:00;SP;153.0;61.1;SAO JOSE DO RIO PRETO;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Com Vítimas Feridas;Plena Noite;Decrescente;Ensolarado;Dupla;Reta;Urbano;0;0;2;0
21908;597037;2024-04-28;domingo;20:10:00;SP;116.0;221.0;GUARULHOS;Reação tardia ou ineficiente do condutor;Queda de ocupante de veículo;Com Vítimas Feridas;Plena Noite;Decrescente;Ensolarado;Múltipla;Reta;Urbano;0;0;1;0
21939;597071;2024-04-28;domingo;22:00:00;SP;116.0;218.6;GUARULHOS;Ausência de reação do condutor;Colisão com objeto;Sem Vítimas;Plena Noite;Crescente;Nublado;Múltipla;Reta;Rural;0;0;1;0
21957;597090;2024-04-28;domingo;23:20:00;SP;116.0;106.1;TAUBATE;Reação tardia ou ineficiente do condutor;Tombamento;Com Vítimas Feridas;Plena Noite;Crescente;Ensolarado;Dupla;Reta;Rural;0;0;1;0
21968;597104;2024-04-28;domingo;23:15:00;SP;116.0;282.0;EMBU DAS ARTES;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Plena Noite;Decrescente;Nublado;Dupla;Reta;Urbano;1;0;3;0
21981;597117;2024-04-29;segunda-feira;02:30:00;SP;116.0;157.0;SAO JOSE DOS CAMPOS;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Plena Noite;Decrescente;Ensolarado;Dupla;"Reta;Em Obras";Rural;1;0;2;0
22029;597170;2024-04-14;domingo;02:35:00;SP;381.0;49.0;ATIBAIA;Pedestre cruzava a pista fora da faixa;Atropelamento de Pedestre;Com Vítimas Fatais;Plena Noite;Crescente;Ensolarado;Dupla;"Reta;Aclive";Urbano;0;0;3;1
22030;597171;2024-04-29;segunda-feira;09:00:00;SP;116.0;43.2;CANAS;Reação tardia ou ineficiente do condutor;Colisão com objeto;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Dupla;Reta;Rural;1;0;1;0
22032;597174;2024-04-29;segunda-feira;09:45:00;SP;116.0;205.9;GUARULHOS;Reação tardia ou ineficiente do condutor;Colisão com objeto;Com Vítimas Feridas;Pleno dia;Decrescente;Ensolarado;Múltipla;Reta;Urbano;2;0;1;0
22037;597181;2024-04-26;sexta-feira;06:10:00;SP;381.0;83.0;SAO PAULO;Reação tardia ou ineficiente do condutor;Capotamento;Sem Vítimas;Amanhecer;Crescente;Ensolarado;Dupla;Reta;Urbano;0;0;1;0
22053;597200;2024-04-29;segunda-feira;12:10:00;SP;116.0;99.2;PINDAMONHANGABA;Ausência de reação do condutor;Engavetamento;Com Vítimas Feridas;Pleno dia;Decrescente;Ensolarado;Dupla;Reta;Urbano;0;0;3;0
22054;597201;2024-04-29;segunda-feira;11:50:00;SP;381.0;14.0;VARGEM;Manobra de mudança de faixa;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Ensolarado;Dupla;Reta;Rural;0;0;3;0
22072;597220;2024-04-29;segunda-feira;12:00:00;SP;116.0;197.0;ARUJA;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Dupla;"Curva;Aclive";Rural;0;0;2;0
22083;597234;2024-04-29;segunda-feira;15:10:00;SP;116.0;542.0;BARRA DO TURVO;Reação tardia ou ineficiente do condutor;Colisão com objeto;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Dupla;Reta;Rural;0;0;1;0
22103;597254;2024-04-29;segunda-feira;17:30:00;SP;116.0;217.0;GUARULHOS;Acessar a via sem observar a presença dos outros veículos;Colisão traseira;Com Vítimas Feridas;Anoitecer;Decrescente;Ensolarado;Múltipla;Declive;Urbano;0;0;2;0
22119;597272;2024-04-29;segunda-feira;18:45:00;SP;116.0;480.0;CAJATI;Ausência de reação do condutor;Saída de leito carroçável;Com Vítimas Feridas;Plena Noite;Decrescente;Ensolarado;Dupla;Reta;Rural;0;0;1;0
22146;597302;2024-04-29;segunda-feira;20:20:00;SP;116.0;150.0;SAO JOSE DOS CAMPOS;Reação tardia ou ineficiente do condutor;Colisão com objeto;Com Vítimas Feridas;Plena Noite;Decrescente;Ensolarado;Dupla;Reta;Urbano;0;0;1;0
22153;597309;2024-04-29;segunda-feira;20:00:00;SP;116.0;221.0;GUARULHOS;Velocidade Incompatível;Colisão traseira;Com Vítimas Feridas;Plena Noite;Crescente;Nevoeiro/Neblina;Múltipla;Reta;Urbano;1;0;2;0
22155;597313;2024-04-29;segunda-feira;20:30:00;SP;116.0;150.7;SAO JOSE DOS CAMPOS;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Feridas;Plena Noite;Decrescente;Ensolarado;Múltipla;Reta;Urbano;2;0;3;0
22167;597326;2024-04-29;segunda-feira;23:00:00;SP;116.0;216.0;GUARULHOS;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Plena Noite;Crescente;Ensolarado;Múltipla;Reta;Urbano;0;0;2;0
22184;597345;2024-04-30;terça-feira;04:00:00;SP;116.0;216.1;GUARULHOS;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Com Vítimas Feridas;Plena Noite;Decrescente;Ensolarado;Múltipla;Reta;Urbano;0;0;3;0
22194;597355;2024-04-30;terça-feira;05:00:00;SP;116.0;221.0;GUARULHOS;Acessar a via sem observar a presença dos outros veículos;Colisão traseira;Com Vítimas Feridas;Amanhecer;Crescente;Nevoeiro/Neblina;Múltipla;Reta;Urbano;0;0;3;0
22202;597364;2024-04-30;terça-feira;06:00:00;SP;116.0;175.0;GUARAREMA;Acessar a via sem observar a presença dos outros veículos;Atropelamento de Pedestre;Sem Vítimas;Pleno dia;Crescente;Ensolarado;Múltipla;Reta;Urbano;0;0;1;0
22206;597370;2024-04-30;terça-feira;07:27:00;SP;116.0;145.0;SAO JOSE DOS CAMPOS;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Dupla;"Reta;Aclive";Urbano;1;0;2;0
22210;597374;2024-04-30;terça-feira;08:30:00;SP;116.0;218.0;GUARULHOS;Trafegar com motocicleta (ou similar) entre as faixas;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Múltipla;Reta;Urbano;0;0;2;0
22226;597391;2024-04-30;terça-feira;09:45:00;SP;381.0;33.0;ATIBAIA;Reação tardia ou ineficiente do condutor;Colisão transversal;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Dupla;"Curva;Declive";Urbano;0;0;3;0
22258;597426;2024-04-30;terça-feira;11:45:00;SP;116.0;99.4;PINDAMONHANGABA;Acessar a via sem observar a presença dos outros veículos;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Dupla;Reta;Rural;0;0;2;0
22279;597448;2024-03-26;terça-feira;01:10:00;SP;116.0;28.9;CRUZEIRO;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Feridas;Plena Noite;Decrescente;Chuvoso;Dupla;"Reta;Declive";Rural;1;0;2;0
22312;597484;2024-04-30;terça-feira;18:30:00;SP;116.0;216.8;GUARULHOS;Acumulo de óleo sobre o pavimento;Queda de ocupante de veículo;Com Vítimas Feridas;Plena Noite;Crescente;Nublado;Múltipla;Declive;Urbano;1;0;1;0
22337;597512;2024-04-30;terça-feira;20:20:00;SP;381.0;53.5;MAIRIPORA;Pedestre cruzava a pista fora da faixa;Atropelamento de Pedestre;Com Vítimas Feridas;Plena Noite;Decrescente;Ensolarado;Dupla;Curva;Urbano;0;0;2;1
22344;597519;2024-04-30;terça-feira;20:30:00;SP;153.0;99.8;JOSE BONIFACIO;Sinalização mal posicionada;Tombamento;Com Vítimas Feridas;Plena Noite;Decrescente;Ensolarado;Simples;"Curva;Declive";Rural;0;0;1;0
22361;597536;2024-04-30;terça-feira;22:30:00;SP;116.0;509.0;CAJATI;Reação tardia ou ineficiente do condutor;Saída de leito carroçável;Com Vítimas Feridas;Plena Noite;Crescente;Nevoeiro/Neblina;Dupla;Curva;Rural;0;0;1;0
22386;597563;2024-05-01;quarta-feira;05:10:00;SP;116.0;30.1;CRUZEIRO;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Feridas;Plena Noite;Crescente;Nublado;Dupla;Aclive;Rural;2;0;2;0
22388;597565;2024-05-01;quarta-feira;05:50:00;SP;116.0;229.0;SAO PAULO;Entrada inopinada do pedestre;Atropelamento de Pedestre;Com Vítimas Feridas;Amanhecer;Decrescente;Ensolarado;Múltipla;Reta;Urbano;0;0;1;1
22393;597572;2024-05-01;quarta-feira;06:30:00;SP;116.0;222.0;GUARULHOS;Ausência de reação do condutor;Colisão com objeto;Sem Vítimas;Pleno dia;Crescente;Ensolarado;Múltipla;Reta;Urbano;0;0;1;0
22403;597583;2024-05-01;quarta-feira;09:35:00;SP;116.0;230.0;GUARULHOS;Ausência de reação do condutor;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Dupla;Reta;Urbano;0;0;1;0
22429;597613;2024-05-01;quarta-feira;13:00:00;SP;116.0;150.0;SAO JOSE DOS CAMPOS;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Múltipla;Reta;Urbano;0;0;2;0
22440;597625;2024-05-01;quarta-feira;13:30:00;SP;116.0;473.0;JACUPIRANGA;Ausência de reação do condutor;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Dupla;Reta;Rural;3;0;1;0
22447;597632;2024-05-01;quarta-feira;16:00:00;SP;381.0;86.0;SAO PAULO;Ingestão de álcool pelo condutor;Colisão lateral mesmo sentido;Sem Vítimas;Pleno dia;Crescente;Ensolarado;Múltipla;Curva;Rural;0;0;2;0
22448;597633;2024-05-01;quarta-feira;16:25:00;SP;101.0;46.0;UBATUBA;Ausência de reação do condutor;Colisão transversal;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Simples;Reta;Urbano;1;0;2;0
22453;597638;2024-05-01;quarta-feira;15:00:00;SP;116.0;109.2;TAUBATE;Demais falhas mecânicas ou elétricas;Tombamento;Com Vítimas Feridas;Pleno dia;Decrescente;Ensolarado;Dupla;Reta;Rural;1;0;1;0
22461;597646;2024-05-01;quarta-feira;12:18:00;SP;101.0;43.0;UBATUBA;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Dupla;Rotatória;Rural;0;0;2;0
22469;597654;2024-05-01;quarta-feira;18:55:00;SP;153.0;75.6;BADY BASSITT;Acumulo de areia ou detritos sobre o pavimento;Queda de ocupante de veículo;Com Vítimas Feridas;Plena Noite;Crescente;Ensolarado;Dupla;"Rotatória;Curva";Urbano;0;0;1;0
22486;597671;2024-05-01;quarta-feira;19:00:00;SP;116.0;146.8;SAO JOSE DOS CAMPOS;Condutor deixou de manter distância do veículo da frente;Engavetamento;Com Vítimas Feridas;Plena Noite;Crescente;Ensolarado;Múltipla;Reta;Rural;1;0;3;0
22487;597672;2024-05-01;quarta-feira;19:55:00;SP;116.0;194.0;ARUJA;Trafegar com motocicleta (ou similar) entre as faixas;Tombamento;Com Vítimas Feridas;Plena Noite;Crescente;Ensolarado;Múltipla;Reta;Urbano;1;0;2;0
22507;597693;2024-05-01;quarta-feira;18:30:00;SP;116.0;537.0;BARRA DO TURVO;Reação tardia ou ineficiente do condutor;Saída de leito carroçável;Com Vítimas Feridas;Plena Noite;Decrescente;Não Informado;Simples;Curva;Rural;0;0;1;0
22544;597732;2024-05-02;quinta-feira;06:00:00;SP;116.0;223.0;GUARULHOS;Trafegar com motocicleta (ou similar) entre as faixas;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Múltipla;Reta;Urbano;0;0;2;0
22560;597748;2024-05-02;quinta-feira;07:30:00;SP;116.0;141.6;SAO JOSE DOS CAMPOS;Manobra de mudança de faixa;Engavetamento;Com Vítimas Feridas;Pleno dia;Decrescente;Ensolarado;Múltipla;Reta;Urbano;0;0;3;0
22576;597765;2024-05-02;quinta-feira;08:30:00;SP;116.0;428.0;REGISTRO;Avarias e/ou desgaste excessivo no pneu;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Dupla;Curva;Rural;0;0;1;0
22579;597768;2024-05-02;quinta-feira;09:00:00;SP;381.0;55.0;MAIRIPORA;Demais falhas mecânicas ou elétricas;Incêndio;Sem Vítimas;Pleno dia;Crescente;Ensolarado;Dupla;"Reta;Aclive";Rural;1;0;1;0
22607;597797;2024-05-01;quarta-feira;23:15:00;SP;381.0;39.0;ATIBAIA;Velocidade Incompatível;Colisão com objeto;Sem Vítimas;Plena Noite;Crescente;Ensolarado;Dupla;Aclive;Rural;0;0;1;0
22608;597799;2024-04-16;terça-feira;18:25:00;SP;116.0;219.0;GUARULHOS;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Com Vítimas Feridas;Plena Noite;Crescente;Ensolarado;Múltipla;Reta;Urbano;0;0;3;0
22647;597840;2024-05-02;quinta-feira;16:30:00;SP;116.0;111.0;TAUBATE;Reação tardia ou ineficiente do condutor;Queda de ocupante de veículo;Sem Vítimas;Pleno dia;Decrescente;Ensolarado;Dupla;Reta;Urbano;1;0;1;0
22648;597841;2024-05-02;quinta-feira;17:25:00;SP;116.0;135.3;SAO JOSE DOS CAMPOS;Trafegar com motocicleta (ou similar) entre as faixas;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Dupla;Reta;Rural;1;0;2;0
22709;597912;2024-05-02;quinta-feira;14:10:00;SP;381.0;72.0;SAO PAULO;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Ensolarado;Dupla;Reta;Rural;0;0;1;0
22711;597914;2024-05-03;sexta-feira;02:15:00;SP;116.0;80.4;ROSEIRA;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Plena Noite;Crescente;Ensolarado;Dupla;Reta;Rural;0;0;3;0
22724;597929;2024-05-03;sexta-feira;07:00:00;SP;116.0;219.0;GUARULHOS;Ausência de reação do condutor;Colisão transversal;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Dupla;Reta;Urbano;0;0;2;0
22737;597944;2024-05-03;sexta-feira;07:20:00;SP;116.0;155.2;SAO JOSE DOS CAMPOS;Reação tardia ou ineficiente do condutor;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Dupla;"Aclive;Reta;Em Obras";Urbano;0;0;2;0
22747;597956;2024-05-03;sexta-feira;07:45:00;SP;381.0;88.0;GUARULHOS;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Simples;Reta;Urbano;1;0;2;0
22752;597962;2024-05-03;sexta-feira;08:30:00;SP;153.0;62.2;SAO JOSE DO RIO PRETO;Reação tardia ou ineficiente do condutor;Colisão traseira;Sem Vítimas;Pleno dia;Decrescente;Ensolarado;Dupla;Reta;Urbano;1;0;2;0
22755;597965;2024-05-03;sexta-feira;08:30:00;SP;116.0;211.9;GUARULHOS;Ausência de reação do condutor;Colisão com objeto;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Múltipla;"Reta;Declive";Urbano;0;0;1;0
22769;597981;2024-05-03;sexta-feira;09:50:00;SP;116.0;358.0;MIRACATU;Demais falhas mecânicas ou elétricas;Incêndio;Sem Vítimas;Pleno dia;Decrescente;Ensolarado;Simples;"Curva;Aclive";Rural;0;0;1;0
22792;598009;2024-05-03;sexta-feira;15:00:00;SP;381.0;89.9;GUARULHOS;Trafegar com motocicleta (ou similar) entre as faixas;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Múltipla;Reta;Rural;0;0;3;0
22797;598015;2024-03-20;quarta-feira;20:00:00;SP;116.0;282.0;EMBU DAS ARTES;Acessar a via sem observar a presença dos outros veículos;Colisão lateral mesmo sentido;Com Vítimas Feridas;Plena Noite;Crescente;Nublado;Dupla;Reta;Urbano;1;0;2;0
22805;598023;2024-05-03;sexta-feira;16:00:00;SP;116.0;216.0;GUARULHOS;Reação tardia ou ineficiente do condutor;Colisão com objeto;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Dupla;Reta;Urbano;0;0;1;0
22814;598032;2024-05-03;sexta-feira;16:30:00;SP;116.0;113.9;TAUBATE;Velocidade Incompatível;Tombamento;Com Vítimas Feridas;Pleno dia;Decrescente;Ensolarado;Dupla;Reta;Rural;1;0;2;0
22828;598048;2024-05-03;sexta-feira;17:00:00;SP;116.0;558.0;BARRA DO TURVO;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Dupla;Reta;Rural;1;0;2;0
22844;598065;2024-05-03;sexta-feira;19:00:00;SP;116.0;217.9;GUARULHOS;Objeto estático sobre o leito carroçável;Colisão com objeto;Com Vítimas Feridas;Plena Noite;Decrescente;Ensolarado;Múltipla;"Reta;Em Obras";Urbano;0;0;1;0
22853;598078;2024-05-03;sexta-feira;19:30:00;SP;116.0;116.0;CACAPAVA;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Com Vítimas Feridas;Plena Noite;Crescente;Ensolarado;Dupla;Reta;Urbano;1;0;2;0
